Term Locale,Term Category,Term,Alias,Case Sensitive
en-US,Legal  - Real Estate,assume responsibility,,FALSE
en-US,Legal  - Real Estate,assumes,,FALSE
en-US,Legal  - Real Estate,assumption,,FALSE
en-US,Legal  - Real Estate,ATTOM,,TRUE
en-US,Legal  - Real Estate,attorn,,FALSE
en-US,Legal  - Real Estate,attorney,,FALSE
en-US,Legal  - Real Estate,attributable,,FALSE
en-US,Legal  - Real Estate,auction,,FALSE
en-US,Legal  - Real Estate,audio,,FALSE
en-US,Legal  - Real Estate,authorities,,FALSE
en-US,Legal  - Real Estate,authority,,FALSE
en-US,Legal  - Real Estate,authorize,,FALSE
en-US,Legal  - Real Estate,automatic,,FALSE
en-US,Legal  - Real Estate,automobile,,FALSE
en-US,Legal  - Real Estate,availability,,FALSE
en-US,Legal  - Real Estate,available,,FALSE
en-US,Legal  - Real Estate,avenue,,FALSE
en-US,Legal  - Real Estate,avoir,,FALSE
en-US,Legal  - Real Estate,avoir expressement,,FALSE
en-US,Legal  - Real Estate,award,,FALSE
en-US,Legal  - Real Estate,awnings,,FALSE
en-US,Legal  - Real Estate,back access,,FALSE
en-US,Legal  - Real Estate,back entrance,,FALSE
en-US,Legal  - Real Estate,back side,,FALSE
en-US,Legal  - Real Estate,backside,,FALSE
en-US,Legal  - Real Estate,bail,,FALSE
en-US,Legal  - Real Estate,balance,,FALSE
en-US,Legal  - Real Estate,ballast,,FALSE
en-US,Legal  - Real Estate,balloon,,FALSE
en-US,Legal  - Real Estate,bankrupt,,FALSE
en-US,Legal  - Real Estate,banned,,FALSE
en-US,Legal  - Real Estate,banner,,FALSE
en-US,Legal  - Real Estate,banners painting,,FALSE
en-US,Legal  - Real Estate,base rent,,FALSE
en-US,Legal  - Real Estate,base term,,FALSE
en-US,Legal  - Real Estate,base year,,FALSE
en-US,Legal  - Real Estate,basement,,FALSE
en-US,Legal  - Real Estate,basin,,FALSE
en-US,Legal  - Real Estate,basis,,FALSE
en-US,Legal  - Real Estate,bathroom,,FALSE
en-US,Legal  - Real Estate,beams,,FALSE
en-US,Legal  - Real Estate,bear,,FALSE
en-US,Legal  - Real Estate,bed,,FALSE
en-US,Legal  - Real Estate,behind,,FALSE
en-US,Legal  - Real Estate,beneficiaries,,FALSE
en-US,Legal  - Real Estate,beneficiary,,FALSE
en-US,Legal  - Real Estate,betterment,,FALSE
en-US,Legal  - Real Estate,bicycle,,FALSE
en-US,Legal  - Real Estate,bind,,FALSE
en-US,Legal  - Real Estate,biomedical,,FALSE
en-US,Legal  - Real Estate,blinds,,FALSE
en-US,Legal  - Real Estate,block,,FALSE
en-US,Legal  - Real Estate,bodily injury,,FALSE
en-US,Legal  - Real Estate,bond,,FALSE
en-US,Legal  - Real Estate,bonus,,FALSE
en-US,Legal  - Real Estate,borne,,FALSE
en-US,Legal  - Real Estate,bottom,,FALSE
en-US,Legal  - Real Estate,boulevard,,FALSE
en-US,Legal  - Real Estate,bound,,FALSE
en-US,Legal  - Real Estate,boundary,,FALSE
en-US,Legal  - Real Estate,bounded,,FALSE
en-US,Legal  - Real Estate,boxes,,FALSE
en-US,Legal  - Real Estate,breach,,FALSE
en-US,Legal  - Real Estate,broker,,FALSE
en-US,Legal  - Real Estate,build,,FALSE
en-US,Legal  - Real Estate,bulky,,FALSE
en-US,Legal  - Real Estate,burial,,FALSE
en-US,Legal  - Real Estate,business,,FALSE
en-US,Legal  - Real Estate,buttes,,FALSE
en-US,Legal  - Real Estate,bylaws,,FALSE
en-US,Legal  - Real Estate,cabinet,,FALSE
en-US,Legal  - Real Estate,cable,,FALSE
en-US,Legal  - Real Estate,camera,,FALSE
en-US,Legal  - Real Estate,cancel,,FALSE
en-US,Legal  - Real Estate,canvass,,FALSE
en-US,Legal  - Real Estate,capacity,,FALSE
en-US,Legal  - Real Estate,capital expenditure,,FALSE
en-US,Legal  - Real Estate,capital improvement,,FALSE
en-US,Legal  - Real Estate,capital repair,,FALSE
en-US,Legal  - Real Estate,capital replacement,,FALSE
en-US,Legal  - Real Estate,capital stock,,FALSE
en-US,Legal  - Real Estate,capitalized,,FALSE
en-US,Legal  - Real Estate,car,,FALSE
en-US,Legal  - Real Estate,carcinogenic,,FALSE
en-US,Legal  - Real Estate,card access,,FALSE
en-US,Legal  - Real Estate,carelessness,,FALSE
en-US,Legal  - Real Estate,carpet,,FALSE
en-US,Legal  - Real Estate,carrier,,FALSE
en-US,Legal  - Real Estate,cash,,FALSE
en-US,Legal  - Real Estate,casualties,,FALSE
en-US,Legal  - Real Estate,casualty,,FALSE
en-US,Legal  - Real Estate,causeway,,FALSE
en-US,Legal  - Real Estate,cease,,FALSE
en-US,Legal  - Real Estate,ceiling,,FALSE
en-US,Legal  - Real Estate,cellar,,FALSE
en-US,Legal  - Real Estate,cement,,FALSE
en-US,Legal  - Real Estate,center,,FALSE
en-US,Legal  - Real Estate,certificate,,FALSE
en-US,Legal  - Real Estate,certified,,FALSE
en-US,Legal  - Real Estate,cessation,,FALSE
en-US,Legal  - Real Estate,change,,FALSE
en-US,Legal  - Real Estate,channel,,FALSE
en-US,Legal  - Real Estate,charge,,FALSE
en-US,Legal  - Real Estate,check,,FALSE
en-US,Legal  - Real Estate,chemical,,FALSE
en-US,Legal  - Real Estate,chilled,,FALSE
en-US,Legal  - Real Estate,chiller,,FALSE
en-US,Legal  - Real Estate,chord,,FALSE
en-US,Legal  - Real Estate,cinderblock,,FALSE
en-US,Legal  - Real Estate,circle drive,,FALSE
en-US,Legal  - Real Estate,citation,,FALSE
en-US,Legal  - Real Estate,cities,,FALSE
en-US,Legal  - Real Estate,city approval,,FALSE
en-US,Legal  - Real Estate,city building,,FALSE
en-US,Legal  - Real Estate,city code,,FALSE
en-US,Legal  - Real Estate,city law,,FALSE
en-US,Legal  - Real Estate,city ordinance,,FALSE
en-US,Legal  - Real Estate,city sewer,,FALSE
en-US,Legal  - Real Estate,civic,,FALSE
en-US,Legal  - Real Estate,civil code,,FALSE
en-US,Legal  - Real Estate,civil commotion,,FALSE
en-US,Legal  - Real Estate,civil disturbance,,FALSE
en-US,Legal  - Real Estate,civil riot,,FALSE
en-US,Legal  - Real Estate,claim,,FALSE
en-US,Legal  - Real Estate,class,,FALSE
en-US,Legal  - Real Estate,clean,,FALSE
en-US,Legal  - Real Estate,clerk,,FALSE
en-US,Legal  - Real Estate,closet,,FALSE
en-US,Legal  - Real Estate,closing,,FALSE
en-US,Legal  - Real Estate,clubhouse,,FALSE
en-US,Legal  - Real Estate,coal company,,FALSE
en-US,Legal  - Real Estate,code,,FALSE
en-US,Legal  - Real Estate,codification,,FALSE
en-US,Legal  - Real Estate,cold,,FALSE
en-US,Legal  - Real Estate,collateral,,FALSE
en-US,Legal  - Real Estate,collect,,FALSE
en-US,Legal  - Real Estate,collision,,FALSE
en-US,Legal  - Real Estate,colony,,FALSE
en-US,Legal  - Real Estate,color,,FALSE
en-US,Legal  - Real Estate,column,,FALSE
en-US,Legal  - Real Estate,combustible,,FALSE
en-US,Legal  - Real Estate,commence,,FALSE
en-US,Legal  - Real Estate,commencing,,FALSE
en-US,Legal  - Real Estate,commensurate,,FALSE
en-US,Legal  - Real Estate,commerce,,FALSE
en-US,Legal  - Real Estate,commercial,,FALSE
en-US,Legal  - Real Estate,commingle,,FALSE
en-US,Legal  - Real Estate,commission,,FALSE
en-US,Legal  - Real Estate,common area,,FALSE
en-US,Legal  - Real Estate,common control,,FALSE
en-US,Legal  - Real Estate,common landlord,,FALSE
en-US,Legal  - Real Estate,common line,,FALSE
en-US,Legal  - Real Estate,common tenants,,FALSE
en-US,Legal  - Real Estate,common walls,,FALSE
en-US,Legal  - Real Estate,commotion,,FALSE
en-US,Legal  - Real Estate,communities,,FALSE
en-US,Legal  - Real Estate,community,,FALSE
en-US,Legal  - Real Estate,comparable,,FALSE
en-US,Legal  - Real Estate,comparison,,FALSE
en-US,Legal  - Real Estate,compensate,,FALSE
en-US,Legal  - Real Estate,compensating,,FALSE
en-US,Legal  - Real Estate,compensation,,FALSE
en-US,Legal  - Real Estate,competent,,FALSE
en-US,Legal  - Real Estate,complete,,FALSE
en-US,Legal  - Real Estate,compliance,,FALSE
en-US,Legal  - Real Estate,complied,,FALSE
en-US,Legal  - Real Estate,comply,,FALSE
en-US,Legal  - Real Estate,component,,FALSE
en-US,Legal  - Real Estate,composition,,FALSE
en-US,Legal  - Real Estate,comprehensive,,FALSE
en-US,Legal  - Real Estate,compressors,,FALSE
en-US,Legal  - Real Estate,comprise,,FALSE
en-US,Legal  - Real Estate,comprising,,FALSE
en-US,Legal  - Real Estate,compute,,FALSE
en-US,Legal  - Real Estate,concession,,FALSE
en-US,Legal  - Real Estate,concrete,,FALSE
en-US,Legal  - Real Estate,concurrent,,FALSE
en-US,Legal  - Real Estate,condemn,,FALSE
en-US,Legal  - Real Estate,condition,,FALSE
en-US,Legal  - Real Estate,conduct,,FALSE
en-US,Legal  - Real Estate,conduit,,FALSE
en-US,Legal  - Real Estate,confer,,FALSE
en-US,Legal  - Real Estate,connected,,FALSE
en-US,Legal  - Real Estate,connection,,FALSE
en-US,Legal  - Real Estate,consecutive,,FALSE
en-US,Legal  - Real Estate,consent,,FALSE
en-US,Legal  - Real Estate,consequential,,FALSE
en-US,Legal  - Real Estate,conservation,,FALSE
en-US,Legal  - Real Estate,consideration,,FALSE
en-US,Legal  - Real Estate,construct,,FALSE
en-US,Legal  - Real Estate,construction,,FALSE
en-US,Legal  - Real Estate,constructive,,FALSE
en-US,Legal  - Real Estate,construe,,FALSE
en-US,Legal  - Real Estate,consummation,,FALSE
en-US,Legal  - Real Estate,contaminant,,FALSE
en-US,Legal  - Real Estate,contaminated,,FALSE
en-US,Legal  - Real Estate,contamination,,FALSE
en-US,Legal  - Real Estate,contemporaneous,,FALSE
en-US,Legal  - Real Estate,contiguous,,FALSE
en-US,Legal  - Real Estate,continental,,FALSE
en-US,Legal  - Real Estate,contingent,,FALSE
en-US,Legal  - Real Estate,continuance,,FALSE
en-US,Legal  - Real Estate,continuous,,FALSE
en-US,Legal  - Real Estate,contract,,FALSE
en-US,Legal  - Real Estate,contrary,,FALSE
en-US,Legal  - Real Estate,control,,FALSE
en-US,Legal  - Real Estate,conversion,,FALSE
en-US,Legal  - Real Estate,convert,,FALSE
en-US,Legal  - Real Estate,convey,,FALSE
en-US,Legal  - Real Estate,cooking,,FALSE
en-US,Legal  - Real Estate,cooling,,FALSE
en-US,Legal  - Real Estate,corner,,FALSE
en-US,Legal  - Real Estate,corporate,,FALSE
en-US,Legal  - Real Estate,corporation,,FALSE
en-US,Legal  - Real Estate,corridor,,FALSE
en-US,Legal  - Real Estate,corrosive,,FALSE
en-US,Legal  - Real Estate,cost,,FALSE
en-US,Legal  - Real Estate,counterclaim,,FALSE
en-US,Legal  - Real Estate,counterpart,,FALSE
en-US,Legal  - Real Estate,covenant,,FALSE
en-US,Legal  - Real Estate,cover,,FALSE
en-US,Legal  - Real Estate,credit,,FALSE
en-US,Legal  - Real Estate,creek,,FALSE
en-US,Legal  - Real Estate,criminal,,FALSE
en-US,Legal  - Real Estate,criteria,,FALSE
en-US,Legal  - Real Estate,crop,,FALSE
en-US,Legal  - Real Estate,cumulative,,FALSE
en-US,Legal  - Real Estate,currency,,FALSE
en-US,Legal  - Real Estate,curtain,,FALSE
en-US,Legal  - Real Estate,curve,,FALSE
en-US,Legal  - Real Estate,custom,,FALSE
en-US,Legal  - Real Estate,damage,,FALSE
en-US,Legal  - Real Estate,damaging,,FALSE
en-US,Legal  - Real Estate,damp,,FALSE
en-US,Legal  - Real Estate,dangerous,,FALSE
en-US,Legal  - Real Estate,data,,FALSE
en-US,Legal  - Real Estate,deadline,,FALSE
en-US,Legal  - Real Estate,deal,,FALSE
en-US,Legal  - Real Estate,death,,FALSE
en-US,Legal  - Real Estate,debris,,FALSE
en-US,Legal  - Real Estate,debt,,FALSE
en-US,Legal  - Real Estate,declaration,,FALSE
en-US,Legal  - Real Estate,declaratory,,FALSE
en-US,Legal  - Real Estate,declare,,FALSE
en-US,Legal  - Real Estate,decorate,,FALSE
en-US,Legal  - Real Estate,decoration,,FALSE
en-US,Legal  - Real Estate,decree,,FALSE
en-US,Legal  - Real Estate,dedicated,,FALSE
en-US,Legal  - Real Estate,dedication,,FALSE
en-US,Legal  - Real Estate,deduct,,FALSE
en-US,Legal  - Real Estate,deed,,FALSE
en-US,Legal  - Real Estate,deface,,FALSE
en-US,Legal  - Real Estate,default,,FALSE
en-US,Legal  - Real Estate,defect,,FALSE
en-US,Legal  - Real Estate,defend,,FALSE
en-US,Legal  - Real Estate,defense,,FALSE
en-US,Legal  - Real Estate,defer,,FALSE
en-US,Legal  - Real Estate,deficiencies,,FALSE
en-US,Legal  - Real Estate,deficiency,,FALSE
en-US,Legal  - Real Estate,delay,,FALSE
en-US,Legal  - Real Estate,delinquency,,FALSE
en-US,Legal  - Real Estate,delinquent,,FALSE
en-US,Legal  - Real Estate,demand,,FALSE
en-US,Legal  - Real Estate,demise,,FALSE
en-US,Legal  - Real Estate,demolish,,FALSE
en-US,Legal  - Real Estate,demolition,,FALSE
en-US,Legal  - Real Estate,denied,,FALSE
en-US,Legal  - Real Estate,denominated,,FALSE
en-US,Legal  - Real Estate,departing,,FALSE
en-US,Legal  - Real Estate,deposit,,FALSE
en-US,Legal  - Real Estate,depreciate,,FALSE
en-US,Legal  - Real Estate,depreciation,,FALSE
en-US,Legal  - Real Estate,deprive,,FALSE
en-US,Legal  - Real Estate,design,,FALSE
en-US,Legal  - Real Estate,destroy,,FALSE
en-US,Legal  - Real Estate,destruction,,FALSE
en-US,Legal  - Real Estate,detached,,FALSE
en-US,Legal  - Real Estate,detail,,FALSE
en-US,Legal  - Real Estate,detriment,,FALSE
en-US,Legal  - Real Estate,develop,,FALSE
en-US,Legal  - Real Estate,device,,FALSE
en-US,Legal  - Real Estate,diem,,FALSE
en-US,Legal  - Real Estate,dimension,,FALSE
en-US,Legal  - Real Estate,diminish,,FALSE
en-US,Legal  - Real Estate,disabilities,,FALSE
en-US,Legal  - Real Estate,disability,,FALSE
en-US,Legal  - Real Estate,disallowance,,FALSE
en-US,Legal  - Real Estate,disapproval,,FALSE
en-US,Legal  - Real Estate,disapprove,,FALSE
en-US,Legal  - Real Estate,disaster,,FALSE
en-US,Legal  - Real Estate,disburse,,FALSE
en-US,Legal  - Real Estate,discard,,FALSE
en-US,Legal  - Real Estate,discharge,,FALSE
en-US,Legal  - Real Estate,disclaim,,FALSE
en-US,Legal  - Real Estate,disclose,,FALSE
en-US,Legal  - Real Estate,disclosing,,FALSE
en-US,Legal  - Real Estate,disclosure,,FALSE
en-US,Legal  - Real Estate,discontinuance,,FALSE
en-US,Legal  - Real Estate,discontinue,,FALSE
en-US,Legal  - Real Estate,discount,,FALSE
en-US,Legal  - Real Estate,dismiss,,FALSE
en-US,Legal  - Real Estate,display,,FALSE
en-US,Legal  - Real Estate,disposal,,FALSE
en-US,Legal  - Real Estate,dispose,,FALSE
en-US,Legal  - Real Estate,disposing,,FALSE
en-US,Legal  - Real Estate,disposition,,FALSE
en-US,Legal  - Real Estate,dispossessed,,FALSE
en-US,Legal  - Real Estate,dispute,,FALSE
en-US,Legal  - Real Estate,dissimilar,,FALSE
en-US,Legal  - Real Estate,dissolution,,FALSE
en-US,Legal  - Real Estate,dissolve,,FALSE
en-US,Legal  - Real Estate,distance,,FALSE
en-US,Legal  - Real Estate,distinct,,FALSE
en-US,Legal  - Real Estate,distribute,,FALSE
en-US,Legal  - Real Estate,distribution,,FALSE
en-US,Legal  - Real Estate,district,,FALSE
en-US,Legal  - Real Estate,disturb,,FALSE
en-US,Legal  - Real Estate,divide,,FALSE
en-US,Legal  - Real Estate,dividends,,FALSE
en-US,Legal  - Real Estate,dividing,,FALSE
en-US,Legal  - Real Estate,divisible,,FALSE
en-US,Legal  - Real Estate,division,,FALSE
en-US,Legal  - Real Estate,dock,,FALSE
en-US,Legal  - Real Estate,domain,,FALSE
en-US,Legal  - Real Estate,domicile,,FALSE
en-US,Legal  - Real Estate,door,,FALSE
en-US,Legal  - Real Estate,drainage,,FALSE
en-US,Legal  - Real Estate,draperies,,FALSE
en-US,Legal  - Real Estate,drawing,,FALSE
en-US,Legal  - Real Estate,drill,,FALSE
en-US,Legal  - Real Estate,drive,,FALSE
en-US,Legal  - Real Estate,driving,,FALSE
en-US,Legal  - Real Estate,drywall,,FALSE
en-US,Legal  - Real Estate,duct,,FALSE
en-US,Legal  - Real Estate,dump,,FALSE
en-US,Legal  - Real Estate,duration,,FALSE
en-US,Legal  - Real Estate,dust,,FALSE
en-US,Legal  - Real Estate,duties,,FALSE
en-US,Legal  - Real Estate,duty,,FALSE
en-US,Legal  - Real Estate,earthquake,,FALSE
en-US,Legal  - Real Estate,easement,,FALSE
en-US,Legal  - Real Estate,east,,FALSE
en-US,Legal  - Real Estate,EBITDA,,TRUE
en-US,Legal  - Real Estate,economic,,FALSE
en-US,Legal  - Real Estate,egress,,FALSE
en-US,Legal  - Real Estate,eject,,FALSE
en-US,Legal  - Real Estate,electric,,FALSE
en-US,Legal  - Real Estate,elevator,,FALSE
en-US,Legal  - Real Estate,emergencies,,FALSE
en-US,Legal  - Real Estate,emergency,,FALSE
en-US,Legal  - Real Estate,eminent domain,,FALSE
en-US,Legal  - Real Estate,emission,,FALSE
en-US,Legal  - Real Estate,emit,,FALSE
en-US,Legal  - Real Estate,employ,,FALSE
en-US,Legal  - Real Estate,empty,,FALSE
en-US,Legal  - Real Estate,enable,,FALSE
en-US,Legal  - Real Estate,enabling,,FALSE
en-US,Legal  - Real Estate,enact,,FALSE
en-US,Legal  - Real Estate,enclose,,FALSE
en-US,Legal  - Real Estate,encumber,,FALSE
en-US,Legal  - Real Estate,encumbrance,,FALSE
en-US,Legal  - Real Estate,endanger,,FALSE
en-US,Legal  - Real Estate,endorse,,FALSE
en-US,Legal  - Real Estate,energy,,FALSE
en-US,Legal  - Real Estate,enforce,,FALSE
en-US,Legal  - Real Estate,enforcing,,FALSE
en-US,Legal  - Real Estate,engage,,FALSE
en-US,Legal  - Real Estate,engineer,,FALSE
en-US,Legal  - Real Estate,enjoin,,FALSE
en-US,Legal  - Real Estate,enjoy,,FALSE
en-US,Legal  - Real Estate,enter,,FALSE
en-US,Legal  - Real Estate,entertain,,FALSE
en-US,Legal  - Real Estate,entire,,FALSE
en-US,Legal  - Real Estate,entities,,FALSE
en-US,Legal  - Real Estate,entitle,,FALSE
en-US,Legal  - Real Estate,entitling,,FALSE
en-US,Legal  - Real Estate,entity,,FALSE
en-US,Legal  - Real Estate,entrance,,FALSE
en-US,Legal  - Real Estate,entries,,FALSE
en-US,Legal  - Real Estate,entry,,FALSE
en-US,Legal  - Real Estate,entryway,,FALSE
en-US,Legal  - Real Estate,environment,,FALSE
en-US,Legal  - Real Estate,environmental,,FALSE
en-US,Legal  - Real Estate,equal,,FALSE
en-US,Legal  - Real Estate,equipment,,FALSE
en-US,Legal  - Real Estate,equipped,,FALSE
en-US,Legal  - Real Estate,equitable,,FALSE
en-US,Legal  - Real Estate,equity,,FALSE
en-US,Legal  - Real Estate,equivalent,,FALSE
en-US,Legal  - Real Estate,eradicate,,FALSE
en-US,Legal  - Real Estate,erect,,FALSE
en-US,Legal  - Real Estate,escalator,,FALSE
en-US,Legal  - Real Estate,escape,,FALSE
en-US,Legal  - Real Estate,escrow,,FALSE
en-US,Legal  - Real Estate,estate,,FALSE
en-US,Legal  - Real Estate,estimate,,FALSE
en-US,Legal  - Real Estate,estimation,,FALSE
en-US,Legal  - Real Estate,estopped,,FALSE
en-US,Legal  - Real Estate,estoppel,,FALSE
en-US,Legal  - Real Estate,eviction,,FALSE
en-US,Legal  - Real Estate,evidence,,FALSE
en-US,Legal  - Real Estate,evidencing,,FALSE
en-US,Legal  - Real Estate,exact,,FALSE
en-US,Legal  - Real Estate,examination,,FALSE
en-US,Legal  - Real Estate,examine,,FALSE
en-US,Legal  - Real Estate,examining,,FALSE
en-US,Legal  - Real Estate,excavate,,FALSE
en-US,Legal  - Real Estate,excavation,,FALSE
en-US,Legal  - Real Estate,exceed,,FALSE
en-US,Legal  - Real Estate,excess,,FALSE
en-US,Legal  - Real Estate,excessive,,FALSE
en-US,Legal  - Real Estate,exchange,,FALSE
en-US,Legal  - Real Estate,excise,,FALSE
en-US,Legal  - Real Estate,exclusive,,FALSE
en-US,Legal  - Real Estate,exemption,,FALSE
en-US,Legal  - Real Estate,exercise,,FALSE
en-US,Legal  - Real Estate,exist,,FALSE
en-US,Legal  - Real Estate,existing,,FALSE
en-US,Legal  - Real Estate,exit,,FALSE
en-US,Legal  - Real Estate,expand,,FALSE
en-US,Legal  - Real Estate,expansion,,FALSE
en-US,Legal  - Real Estate,expansion date,,FALSE
en-US,Legal  - Real Estate,expansion space,,FALSE
en-US,Legal  - Real Estate,expend,,FALSE
en-US,Legal  - Real Estate,expenditure,,FALSE
en-US,Legal  - Real Estate,expense,,FALSE
en-US,Legal  - Real Estate,expert,,FALSE
en-US,Legal  - Real Estate,expiration,,FALSE
en-US,Legal  - Real Estate,expiration date,,FALSE
en-US,Legal  - Real Estate,expiration term,,FALSE
en-US,Legal  - Real Estate,expire,,FALSE
en-US,Legal  - Real Estate,expiry,,FALSE
en-US,Legal  - Real Estate,exploration,,FALSE
en-US,Legal  - Real Estate,explosion,,FALSE
en-US,Legal  - Real Estate,explosive,,FALSE
en-US,Legal  - Real Estate,export,,FALSE
en-US,Legal  - Real Estate,exposed,,FALSE
en-US,Legal  - Real Estate,express,,FALSE
en-US,Legal  - Real Estate,expropriation,,FALSE
en-US,Legal  - Real Estate,extend,,FALSE
en-US,Legal  - Real Estate,extend term,,FALSE
en-US,Legal  - Real Estate,extend term lease,,FALSE
en-US,Legal  - Real Estate,extended,,FALSE
en-US,Legal  - Real Estate,extended term,,FALSE
en-US,Legal  - Real Estate,extension,,FALSE
en-US,Legal  - Real Estate,extension term,,FALSE
en-US,Legal  - Real Estate,exterior,,FALSE
en-US,Legal  - Real Estate,exterminate,,FALSE
en-US,Legal  - Real Estate,exterminating,,FALSE
en-US,Legal  - Real Estate,exterminator,,FALSE
en-US,Legal  - Real Estate,external,,FALSE
en-US,Legal  - Real Estate,extra,,FALSE
en-US,Legal  - Real Estate,extra space,,FALSE
en-US,Legal  - Real Estate,extraordinary,,FALSE
en-US,Legal  - Real Estate,faces,,FALSE
en-US,Legal  - Real Estate,facia,,FALSE
en-US,Legal  - Real Estate,facilities,,FALSE
en-US,Legal  - Real Estate,facilities,,FALSE
en-US,Legal  - Real Estate,facilities therein,,FALSE
en-US,Legal  - Real Estate,facility,,FALSE
en-US,Legal  - Real Estate,facing,,FALSE
en-US,Legal  - Real Estate,fair,,FALSE
en-US,Legal  - Real Estate,fair market,,FALSE
en-US,Legal  - Real Estate,fall,,FALSE
en-US,Legal  - Real Estate,falling,,FALSE
en-US,Legal  - Real Estate,family,,FALSE
en-US,Legal  - Real Estate,farming,,FALSE
en-US,Legal  - Real Estate,FASB,,TRUE
en-US,Legal  - Real Estate,fashion,,FALSE
en-US,Legal  - Real Estate,faucet,,FALSE
en-US,Legal  - Real Estate,fault,,FALSE
en-US,Legal  - Real Estate,faulty,,FALSE
en-US,Legal  - Real Estate,federal state,,FALSE
en-US,Legal  - Real Estate,fees,,FALSE
en-US,Legal  - Real Estate,feet,,FALSE
en-US,Legal  - Real Estate,fence,,FALSE
en-US,Legal  - Real Estate,fertilizer,,FALSE
